featureID	geneID	countbinID	testable	status	allZero	baseMean	baseVar	dispBeforeSharing	dispFitted	dispersion	pvalue	padjust	chr	start	end	strand	transcripts	featureType	padjust_noFilter	log2FC(CTRL/CASE)	log2FCvst(CTRL/CASE)	expr_CASE	expr_CTRL	geneWisePadj
ENSRNOG00000056944:E001	ENSRNOG00000056944	E001	TRUE	OK	FALSE	136.852235655523	9911.25517225854	2.37389761950584e-05	0.00417497628900886	0.000654234889674362	2.71499951811323e-05	0.0140677700031037	chr14	8383315	8383399	-	SIMULATED_TX_017;SIMULATED_TX_006;SIMULATED_TX_004;SIMULATED_TX_001;ENSRNOT00000089800;SIMULATED_TX_012;SIMULATED_TX_005;SIMULATED_TX_002;SIMULATED_TX_008;SIMULATED_TX_011;SIMULATED_TX_018;SIMULATED_TX_007;SIMULATED_TX_003	exonic_part	0.0154347722604737	0.567533753806788	0.283763972469315	48.6692107058344	226.848362354712	0.00831013400964553
ENSRNOG00000056944:E002	ENSRNOG00000056944	E002	TRUE	OK	FALSE	2436.14491534513	2372327.15296357	0.00455886691828516	0.00255269163904337	0.00438136915754459	0.0911662884963486	0.800640887870899	chr14	8383399	8384053	-	SIMULATED_TX_017;SIMULATED_TX_006;SIMULATED_TX_004;SIMULATED_TX_001;ENSRNOT00000089800;SIMULATED_TX_012;SIMULATED_TX_005;SIMULATED_TX_002;SIMULATED_TX_008;SIMULATED_TX_011;SIMULATED_TX_018;SIMULATED_TX_007;ENSRNOT00000080758;SIMULATED_TX_003	exonic_part	0.859790441855591	0.215285567365894	0.107615627170391	1072.82157682061	3801.58711464696	0.00831013400964553
ENSRNOG00000056944:E003	ENSRNOG00000056944	E003	TRUE	OK	FALSE	5574.46374310728	9262150.85499063	0.00186206011434557	0.00249833173693144	0.0019040536688456	0.000273397074474886	0.0708479238117869	chr14	8387726	8388804	-	SIMULATED_TX_017;SIMULATED_TX_006;SIMULATED_TX_004;SIMULATED_TX_001;SIMULATED_TX_010;ENSRNOT00000089800;SIMULATED_TX_009;SIMULATED_TX_012;SIMULATED_TX_005;SIMULATED_TX_019;SIMULATED_TX_002;SIMULATED_TX_008;SIMULATED_TX_011;SIMULATED_TX_013;SIMULATED_TX_007;ENSRNOT00000080758;SIMULATED_TX_003	exonic_part	0.077732403140019	-0.298438467057402	-0.149059389819959	2868.67352140812	8284.80411129937	0.00831013400964553
ENSRNOG00000056944:E004	ENSRNOG00000056944	E004	TRUE	OK	FALSE	1361.50321582558	544502.253297518	0.00101173866778087	0.00262890475463193	0.00111810007362308	0.0321279289036827	0.603341236636517	chr14	8401375	8401497	-	SIMULATED_TX_004;SIMULATED_TX_001;ENSRNOT00000089800;SIMULATED_TX_012;SIMULATED_TX_002;SIMULATED_TX_011;SIMULATED_TX_013;ENSRNOT00000080758;SIMULATED_TX_014;SIMULATED_TX_003	exonic_part	0.661969493443714	-0.155019717017795	-0.0774996013041677	702.848891674878	2024.58659842163	0.00831013400964553
ENSRNOG00000056944:E005	ENSRNOG00000056944	E005	TRUE	OK	FALSE	881.64539840322	301980.14865511	1.94122347146452e-06	0.0027229393749888	0.000152318037813739	0.00176794807524718	0.209788798595394	chr14	8404271	8404345	-	SIMULATED_TX_015;SIMULATED_TX_001;ENSRNOT00000089800;SIMULATED_TX_012;SIMULATED_TX_002;SIMULATED_TX_011;SIMULATED_TX_013;ENSRNOT00000080758;SIMULATED_TX_014	exonic_part	0.230174528614266	0.16979249177816	0.0848897302683548	391.941559200578	1379.91276330364	0.00831013400964553
ENSRNOG00000056944:E006	ENSRNOG00000056944	E006	TRUE	OK	FALSE	849.071637248488	309326.789588631	0.00158452379727347	0.00273317507258291	0.00167550861159963	0.00551533038943832	0.3303778544841	chr14	8406985	8407118	-	SIMULATED_TX_015;SIMULATED_TX_001;ENSRNOT00000089800;SIMULATED_TX_016;SIMULATED_TX_012;SIMULATED_TX_011;SIMULATED_TX_013;ENSRNOT00000080758;SIMULATED_TX_014;SIMULATED_TX_003	exonic_part	0.362481540623779	0.24954644228058	0.124764169707136	361.875749111545	1340.97644510973	0.00831013400964553
ENSRNOG00000056944:E007	ENSRNOG00000056944	E007	TRUE	OK	FALSE	1195.23890325172	525401.64398649	0.00258452877999936	0.00265293805791898	0.0025898665221491	0.503135947788203	0.96873975270208	chr14	8420094	8420302	-	SIMULATED_TX_015;SIMULATED_TX_006;SIMULATED_TX_004;SIMULATED_TX_001;SIMULATED_TX_010;ENSRNOT00000089800;SIMULATED_TX_016;SIMULATED_TX_009;SIMULATED_TX_012;SIMULATED_TX_005;SIMULATED_TX_002;SIMULATED_TX_011;SIMULATED_TX_013;SIMULATED_TX_007;ENSRNOT00000080758;SIMULATED_TX_014;SIMULATED_TX_003	exonic_part	0.999684137334162	0.0530683490613275	0.0265312597920723	561.296428400002	1832.38221685362	0.00831013400964553
ENSRNOG00000056944:E008	ENSRNOG00000056944	E008	TRUE	OK	FALSE	44.4625312704333	578.727868911291	7.42855092316063e-05	0.00774659685563558	0.00158268091114586	0.338722541765298	0.956751347499645	chr14	8431701	8432000	-	SIMULATED_TX_006;SIMULATED_TX_004;SIMULATED_TX_001;SIMULATED_TX_010;ENSRNOT00000089800;SIMULATED_TX_009;SIMULATED_TX_005;SIMULATED_TX_002;SIMULATED_TX_008;SIMULATED_TX_011;SIMULATED_TX_007;SIMULATED_TX_003	exonic_part	0.993258775397315	-0.195947129301262	-0.0979731914650126	23.8438965857843	65.8291960248687	0.00831013400964553
ENSRNOG00000056944:E009	ENSRNOG00000056944	E009	TRUE	OK	FALSE	33.5289066292797	529.088888066746	9.16068633383861e-05	0.00947179269833686	0.00201281404280193	0.174478701004989	0.886782014646464	chr14	8432000	8432076	-	SIMULATED_TX_006;SIMULATED_TX_004;SIMULATED_TX_001;SIMULATED_TX_010;ENSRNOT00000089800;SIMULATED_TX_009;SIMULATED_TX_005;SIMULATED_TX_002;SIMULATED_TX_008;SIMULATED_TX_007;SIMULATED_TX_003	exonic_part	0.94559155477038	0.3538759933402	0.176937538890735	13.3902700581702	54.042962914891	0.00831013400964553
ENSRNOG00000056944:E010	ENSRNOG00000056944	E010	TRUE	OK	FALSE	1186.23723539604	555393.619020156	0.00795619387202538	0.00265443148674405	0.00736075545536625	0.179391867940592	0.893768234359788	chr14	8436419	8436542	-	SIMULATED_TX_015;SIMULATED_TX_020;SIMULATED_TX_016;SIMULATED_TX_012;SIMULATED_TX_013;ENSRNOT00000080758;SIMULATED_TX_014	exonic_part	0.951789798639541	0.165185405658715	0.0825838960068232	527.735557253578	1846.01098452187	0.00831013400964553
ENSRNOG00000056944:E011	ENSRNOG00000056944	E011	TRUE	OK	FALSE	70.284144959213	345.907124619175	0.0224722685365256	0.00580293976144117	0.0201559784999536	0.000163310072503444	0.0535345545059559	chr14	8546129	8548048	-	SIMULATED_TX_021	exonic_part	0.0587366481455871	-1.0377899756628	-0.518891475822808	55.1788536565996	85.4492057624463	0.00831013400964553
ENSRNOG00000056944:E012	ENSRNOG00000056944	E012	TRUE	OK	FALSE	46.2075287780322	530.900228090044	0.0104359307612561	0.00754680595599513	0.00999732751014726	0.113644323119949	0.832168019505069	chr14	8548048	8548130	-	SIMULATED_TX_015;SIMULATED_TX_020;SIMULATED_TX_016;SIMULATED_TX_012;SIMULATED_TX_021;SIMULATED_TX_013;ENSRNOT00000080758;SIMULATED_TX_014	exonic_part	0.89044149548273	-0.401398438321448	-0.200698398597952	27.3861460979822	65.6277729830472	0.00831013400964553
ENSRNOG00000056944:J013	ENSRNOG00000056944	J013	TRUE	OK	FALSE	594.199721067115	132726.962480491	0.00300640384118681	0.00430141669172798	0.00311785908018599	0.435545033786757	0.959513857383537	chr14	8384053	8387726	-	SIMULATED_TX_017;SIMULATED_TX_006;SIMULATED_TX_004;SIMULATED_TX_001;ENSRNOT00000089800;SIMULATED_TX_012;SIMULATED_TX_005;SIMULATED_TX_002;SIMULATED_TX_008;SIMULATED_TX_011;SIMULATED_TX_007;ENSRNOT00000080758;SIMULATED_TX_003	splice_site	0.994007835037219	0.098762894206884	0.0493789400724956	272.362227078747	918.202402217247	0.00831013400964553
ENSRNOG00000056944:J014	ENSRNOG00000056944	J014	TRUE	OK	FALSE	778.863247012661	149659.182545734	0.00401531201303749	0.004224909681694	0.00402958652880959	0.00641253331454513	0.357274638379738	chr14	8388804	8401375	-	SIMULATED_TX_004;SIMULATED_TX_001;ENSRNOT00000089800;SIMULATED_TX_012;SIMULATED_TX_002;SIMULATED_TX_011;SIMULATED_TX_013;ENSRNOT00000080758;SIMULATED_TX_003	splice_site	0.391991955840743	-0.332645950901274	-0.166310806867898	438.43917027739	1121.16848849235	0.00831013400964553
ENSRNOG00000056944:J015	ENSRNOG00000056944	J015	TRUE	OK	FALSE	1.03068640182252	1.81463143404453	0.40038044023263	0.190010540902458	0.369002464599263	0.720572816204016	0.98554824631057	chr14	8388804	8420094	-	SIMULATED_TX_006;SIMULATED_TX_010;SIMULATED_TX_009;SIMULATED_TX_005;SIMULATED_TX_007	splice_site	1	-0.608649258613889	-0.304324601532366	0.657642321545423	1.36333363223252	0.00831013400964553
ENSRNOG00000056944:J016	ENSRNOG00000056944	J016	FALSE	ALL_ZERO	TRUE	0	0	NA	Inf	NA	NA	NA	chr14	8388804	8431701	-	SIMULATED_TX_008	splice_site	NA	NA	NA	NA	NA	0.00831013400964553
ENSRNOG00000056944:J017	ENSRNOG00000056944	J017	TRUE	OK	FALSE	605.757216532893	130203.480584244	0.000235340520582487	0.00429526001356244	0.000471475573731797	0.377088878946247	0.956751347499645	chr14	8401497	8404271	-	SIMULATED_TX_001;ENSRNOT00000089800;SIMULATED_TX_012;SIMULATED_TX_002;SIMULATED_TX_011;SIMULATED_TX_013;ENSRNOT00000080758;SIMULATED_TX_014	splice_site	0.993258775397315	0.0601109340784517	0.03005389811155	283.446656935374	931.509517215492	0.00831013400964553
ENSRNOG00000056944:J018	ENSRNOG00000056944	J018	FALSE	ALL_ZERO	TRUE	0	0	NA	Inf	NA	NA	NA	chr14	8401497	8406985	-	SIMULATED_TX_003	splice_site	NA	NA	NA	NA	NA	0.00831013400964553
ENSRNOG00000056944:J019	ENSRNOG00000056944	J019	FALSE	LOW_COUNTS_INDEP_FILTER	FALSE	0.176320256628727	0.186532997385721	0.0316098185958777	1.09143437256868	0.274658118677781	1	NA	chr14	8401497	8420094	-	SIMULATED_TX_004	splice_site	1	NA	NA	NA	NA	0.00831013400964553
ENSRNOG00000056944:J020	ENSRNOG00000056944	J020	TRUE	OK	FALSE	468.220093637289	98242.9818778086	0.00212860763411711	0.00438823905219832	0.00227361563712502	0.00476788255283705	0.311093819577437	chr14	8404345	8406985	-	SIMULATED_TX_015;SIMULATED_TX_001;ENSRNOT00000089800;SIMULATED_TX_012;SIMULATED_TX_011;SIMULATED_TX_013;ENSRNOT00000080758;SIMULATED_TX_014	splice_site	0.341323625262517	0.303446618516179	0.151717534520536	193.177412819437	746.592283033304	0.00831013400964553
ENSRNOG00000056944:J021	ENSRNOG00000056944	J021	FALSE	LOW_COUNTS_INDEP_FILTER	FALSE	0.331251756065761	0.2649934663151	0.0184701784718051	0.582814779707799	0.141648518395735	0.44083387067059	NA	chr14	8404345	8420094	-	SIMULATED_TX_002	splice_site	0.995032250551014	NA	NA	NA	NA	0.00831013400964553
ENSRNOG00000056944:J022	ENSRNOG00000056944	J022	TRUE	OK	FALSE	377.239914711466	62224.8717783644	0.00158823896637912	0.00448700173111028	0.00180802664256784	0.021560070017294	0.548960701693409	chr14	8407118	8420094	-	SIMULATED_TX_015;SIMULATED_TX_001;ENSRNOT00000089800;SIMULATED_TX_016;SIMULATED_TX_012;SIMULATED_TX_011;SIMULATED_TX_013;ENSRNOT00000080758;SIMULATED_TX_014;SIMULATED_TX_003	splice_site	0.602304658714085	0.247338605960898	0.123665503269002	160.235851908341	597.488730961482	0.00831013400964553
ENSRNOG00000056944:J023	ENSRNOG00000056944	J023	TRUE	OK	FALSE	2.14404205693879	2.63089017115948	0.00237186916269743	0.0934081593183748	0.0244562011017393	0.911443249191907	0.99520221618806	chr14	8420302	8431701	-	SIMULATED_TX_006;SIMULATED_TX_004;SIMULATED_TX_001;SIMULATED_TX_010;ENSRNOT00000089800;SIMULATED_TX_009;SIMULATED_TX_005;SIMULATED_TX_002;SIMULATED_TX_011;SIMULATED_TX_007;SIMULATED_TX_003	splice_site	1	0.123231112829698	0.0616155456906666	0.98003056294523	3.37394405109485	0.00831013400964553
ENSRNOG00000056944:J024	ENSRNOG00000056944	J024	TRUE	OK	FALSE	644.471051292703	141994.186298181	0.0133374579568686	0.00427624581864881	0.0123867343181763	0.937884499942361	0.998797356171276	chr14	8420302	8436419	-	SIMULATED_TX_015;SIMULATED_TX_016;SIMULATED_TX_012;SIMULATED_TX_013;ENSRNOT00000080758;SIMULATED_TX_014	splice_site	1	-0.0381632170585389	-0.0190805268374045	315.870568515726	973.958074132563	0.00831013400964553
ENSRNOG00000056944:J025	ENSRNOG00000056944	J025	TRUE	OK	FALSE	34.068225940451	354.145380796928	0.0306239462174659	0.00960686137675367	0.0274148888898271	0.443189210023602	0.961543259952531	chr14	8436542	8548048	-	SIMULATED_TX_015;SIMULATED_TX_020;SIMULATED_TX_016;SIMULATED_TX_012;SIMULATED_TX_013;ENSRNOT00000080758;SIMULATED_TX_014	splice_site	0.995032250551014	-0.330606434410271	-0.165302725411965	19.4961282611841	49.043443191346	0.00831013400964553
ENSRNOG00000056944:N026	ENSRNOG00000056944	N026	TRUE	OK	FALSE	349.714495704265	84543.5153905202	0.0190299514455557	0.00452700692936161	0.0170484315861596	4.00984174751574e-06	0.00264927814523	chr14	8436542	8467404	-	UNKNOWN_TX	novel_splice_site	0.00290671547923045	1.05079547588968	0.525385080845161	94.4104676919465	605.613544337525	0.00831013400964553
ENSRNOG00000056944:N027	ENSRNOG00000056944	N027	TRUE	OK	FALSE	75.3437528726315	1220.31822511351	0.0152127839745828	0.00652360513579057	0.0141688698806295	0.00996942905258432	0.445290109443032	chr14	8436542	8509977	-	UNKNOWN_TX	novel_splice_site	0.488560122007842	-0.630615997578057	-0.315305819883125	49.6467031368121	101.730626448249	0.00831013400964553
ENSRNOG00000002208:E001	ENSRNOG00000002208	E001	TRUE	OK	FALSE	166.990471585426	8365.90064253127	5.66737699021651e-05	0.0038647618142206	0.00105821680760964	0.845479754690993	0.993395909816588	chr14	16622759	16623955	-	ENSRNOT00000003001	exonic_part	1	-0.0179635125631336	-0.00898036113029554	86.5559573276634	249.010053868905	0.00605499938134703
ENSRNOG00000002208:E002	ENSRNOG00000002208	E002	TRUE	OK	FALSE	87.1556910104801	3468.96349937323	0.00454960420416557	0.00515506720602329	0.00463677125929582	0.0910534135097604	0.800640887870899	chr14	16625544	16625817	-	ENSRNOT00000003001	exonic_part	0.859790441855591	0.337517405586337	0.168746820868345	38.1786578188256	137.687701604732	0.00605499938134703
ENSRNOG00000002208:E003	ENSRNOG00000002208	E003	TRUE	OK	FALSE	57.4494431265584	1153.98135531034	0.0441380612120408	0.00655064498133765	0.0370130475758142	0.837504744934137	0.993395909816588	chr14	16631930	16632081	-	ENSRNOT00000003001	exonic_part	1	-0.11866192153304	-0.0593280818116519	31.2521111871147	84.074661770054	0.00605499938134703
ENSRNOG00000002208:E004	ENSRNOG00000002208	E004	TRUE	OK	FALSE	104.451525010493	4093.9625941739	3.92296112139836e-05	0.00470815852521428	0.000991244136905514	0.103358221549746	0.820430075918018	chr14	16633891	16634383	-	ENSRNOT00000003001	exonic_part	0.877968913786052	0.249207644106554	0.124593023641021	47.6902335206338	162.08436060754	0.00605499938134703
ENSRNOG00000002208:E005	ENSRNOG00000002208	E005	TRUE	OK	FALSE	151.579821740835	6905.82781078318	0.00178392497116892	0.0040079725866854	0.00222285075033437	0.912135548437337	0.99520221618806	chr14	16635767	16636586	-	ENSRNOT00000003001	exonic_part	1	0.0207048988023239	0.0103510256234072	77.0826964441832	226.772454429214	0.00605499938134703
ENSRNOG00000002208:E006	ENSRNOG00000002208	E006	TRUE	OK	FALSE	36.4494157252385	485.333050238423	0.000122336189028074	0.00890966314493527	0.00215115643244372	0.714548904759067	0.98554824631057	chr14	16639595	16639666	-	ENSRNOT00000003001	exonic_part	1	0.096060655627305	0.0480289245174712	17.9648821592977	55.6768642293663	0.00605499938134703
ENSRNOG00000002208:E007	ENSRNOG00000002208	E007	TRUE	OK	FALSE	509.610124399685	80817.9927889143	1e-08	0.00291771739376009	0.00110885320536987	0.972244452876381	1	chr14	16645532	16648737	-	ENSRNOT00000003001	exonic_part	1	-0.00300298150076981	-0.00150034086312152	262.204989366632	761.469174328994	0.00605499938134703
ENSRNOG00000002208:E008	ENSRNOG00000002208	E008	TRUE	OK	FALSE	47.3392787525469	813.163920872885	7.59960948257039e-05	0.00742510221398016	0.00167513221174452	0.323669610993262	0.956751347499645	chr14	16652918	16653050	-	ENSRNOT00000003001	exonic_part	0.993258775397315	0.213972777824251	0.106982391324308	21.8839885242055	73.2843703254123	0.00605499938134703
ENSRNOG00000002208:E009	ENSRNOG00000002208	E009	TRUE	OK	FALSE	35.2726412791059	468.917754984203	0.0265498203611543	0.00912496734111498	0.0238199654160165	0.854502431401187	0.994518135266632	chr14	16667861	16667993	-	ENSRNOT00000003001	exonic_part	1	0.0888130121422617	0.044405257111413	17.3181380331066	53.4439193414721	0.00605499938134703
ENSRNOG00000002208:E010	ENSRNOG00000002208	E010	TRUE	OK	FALSE	7.49703236488998	20.3183092835247	0.0660585580442045	0.0338321962558718	0.0607680712193756	0.199553506468006	0.902386924408683	chr14	16814388	16814543	-	ENSRNOT00000003001	exonic_part	0.959513807174502	-0.742226383184454	-0.371110713772909	5.54455955084891	9.67801648604952	0.00605499938134703
ENSRNOG00000002208:E011	ENSRNOG00000002208	E011	TRUE	OK	FALSE	21.2158868335865	55.8971533694208	0.00974895455776696	0.0135434555894963	0.0104132670883312	4.09036479047381e-06	0.00264927814523	chr14	16902102	16903242	-	ENSRNOT00000003001	exonic_part	0.00290671547923045	-1.45600290641433	-0.727986559461301	20.525402248514	22.2745616666448	0.00605499938134703
ENSRNOG00000002208:J012	ENSRNOG00000002208	J012	TRUE	OK	FALSE	24.6358628516357	289.589063206544	0.00523125946707517	0.0117617110288571	0.00642595137081153	0.331224842728214	0.956751347499645	chr14	16623955	16625544	-	ENSRNOT00000003001	splice_site	0.993258775397315	0.324467874481267	0.162230889378406	10.7813817722774	39.0529242928309	0.00605499938134703
ENSRNOG00000002208:J013	ENSRNOG00000002208	J013	TRUE	OK	FALSE	22.4195317643541	208.165294703824	0.000163589159019468	0.0125311143963835	0.00291451038335955	0.399306538055618	0.956751347499645	chr14	16625817	16631930	-	ENSRNOT00000003001	splice_site	0.993258775397315	0.260581731027065	0.130288624055622	10.1244735611664	35.1131598169957	0.00605499938134703
ENSRNOG00000002208:J014	ENSRNOG00000002208	J014	TRUE	OK	FALSE	22.0117072525792	226.342034409433	0.0245142143838728	0.0126895697142929	0.0225401840945309	0.896331395706885	0.995095388609152	chr14	16632081	16633891	-	ENSRNOT00000003001	splice_site	1	0.0555293795760287	0.0277642017027544	11.0828930717929	33.4610396162653	0.00605499938134703
ENSRNOG00000002208:J015	ENSRNOG00000002208	J015	TRUE	OK	FALSE	8.22710410076395	47.6650859784092	0.271160332286155	0.0272846775184545	0.239791373824753	0.174678008498947	0.886912396900825	chr14	16634383	16635767	-	ENSRNOT00000003001	splice_site	0.945756646015725	-0.985774021543583	-0.492883380900954	6.58459166821074	9.72630809531088	0.00605499938134703
ENSRNOG00000002208:J016	ENSRNOG00000002208	J016	TRUE	OK	FALSE	17.2839648420136	121.608026342411	0.0209353295710666	0.01507227574538	0.0198380480512632	0.749702505381447	0.98665439363418	chr14	16636586	16639595	-	ENSRNOT00000003001	splice_site	1	0.161537367386	0.0807676015626795	8.18065799381301	26.5599431670472	0.00605499938134703
ENSRNOG00000002208:J017	ENSRNOG00000002208	J017	TRUE	OK	FALSE	18.049522663923	142.152477099696	0.000143707999827762	0.014601750788826	0.00324935929790134	0.24647079386831	0.933468175554008	chr14	16639666	16645532	-	ENSRNOT00000003001	splice_site	0.98843608254967	0.402306026711517	0.201150324075825	7.51207895584115	28.7183959873529	0.00605499938134703
ENSRNOG00000002208:J018	ENSRNOG00000002208	J018	TRUE	OK	FALSE	22.4348018157298	175.151917485155	0.014343059712295	0.0125252932907118	0.0140583154298071	0.774863916122635	0.991718800717357	chr14	16648737	16652918	-	ENSRNOT00000003001	splice_site	1	0.0720943237457828	0.036046524499018	11.0861830560739	33.8336867478822	0.00605499938134703
ENSRNOG00000002208:J019	ENSRNOG00000002208	J019	TRUE	OK	FALSE	21.0172707752324	161.632882375524	0.0145877473243077	0.0131017248911773	0.0143378914106818	0.760345046670786	0.988610234936697	chr14	16653050	16667861	-	ENSRNOT00000003001	splice_site	1	0.122738963509679	0.0613684736003268	10.1338303067529	32.02633796243	0.00605499938134703
ENSRNOG00000002208:J020	ENSRNOG00000002208	J020	TRUE	OK	FALSE	1.82634745421384	0.947330696894026	0.00211459663716567	0.108964480223017	0.0279138994399733	0.47269940027684	0.963178490921345	chr14	16667993	16814388	-	ENSRNOT00000003001	splice_site	0.995692458618241	-0.686292037899222	-0.343145473509802	1.30708834919285	2.36380137577203	0.00605499938134703
ENSRNOG00000002208:J021	ENSRNOG00000002208	J021	TRUE	OK	FALSE	2.71381504029888	8.35683607284787	0.179061138232771	0.0746322029258799	0.162943097953224	0.710566137857255	0.98554824631057	chr14	16814543	16902102	-	ENSRNOT00000003001	splice_site	1	-0.254552879309202	-0.127276149524056	1.62583210372577	3.96481996006393	0.00605499938134703
ENSRNOG00000002208:N022	ENSRNOG00000002208	N022	TRUE	OK	FALSE	7.09770863091465	34.3667242972717	0.000549247667819057	0.030993146425352	0.00791739179699053	0.132726548651089	0.849487419161432	chr14	16686998	16687061	-	UNKNOWN_TX	novel_splice_site	0.908509443291094	0.87595064295297	0.43797321506207	2.28559131748713	12.1485387042207	0.00605499938134703
